iterations,relative_residual_norm,projected_residual_norm
137,2.052195895729693e-6,3.457795939672593e-212
138,2.0793898102309745e-6,3.550042509204127e-212
139,2.07751993142132e-6,3.543660671060436e-212
140,2.1123883596231144e-6,3.6636102198066286e-212
141,2.099848583761747e-6,3.620242728784728e-212
142,2.0860482174616032e-6,3.5728140680350244e-212
143,2.0770521986925456e-6,3.542065211524513e-212
144,2.0930230782225e-6,3.596745961073866e-212
145,2.100689700792782e-6,3.623143564304588e-212
146,2.0562807273889188e-6,3.471574908391926e-212
147,2.094330914545878e-6,3.601242256129648e-212
148,2.095132088126834e-6,3.6039980498735147e-212
149,2.4323706074324357e-6,4.857594119780823e-212
150,2.4214884399385728e-6,4.814226628758922e-212
151,2.420028920524503e-6,4.808424957719203e-212
152,2.4257524933217807e-6,4.831196516550101e-212
153,2.4516854864485216e-6,4.935046428161073e-212
154,2.414072254554127e-6,4.784783148232348e-212
155,2.4337864333728805e-6,4.863250749044549e-212
156,2.433387181257866e-6,4.861655289508626e-212
157,2.0684441202896195e-6,3.5127667727739316e-212
158,2.066607078894454e-6,3.5065299764062335e-212
159,2.0785825689206225e-6,3.5472867154602603e-212
160,2.095680083049739e-6,3.6058835929614234e-212
161,2.0871488334939057e-6,3.576585154210842e-212
162,2.1145615992516024e-6,3.6711523921582634e-212
163,2.0837180756470697e-6,3.5648367703554106e-212
164,2.106106834824702e-6,3.641853953407682e-212
165,2.1119701725473744e-6,3.662159802046699e-212
166,2.092305530588137e-6,3.594280250881985e-212
167,2.086767916714076e-6,3.575279778226905e-212
168,2.101110133041351e-6,3.6245939820645175e-212
169,2.094288739026637e-6,3.601097214353655e-212
170,2.0958908121778043e-6,3.606608801841388e-212
171,2.092812060343478e-6,3.596020752193901e-212
172,2.0721559440452583e-6,3.5253854072853206e-212
173,2.080196738288564e-6,3.5527983029479935e-212
174,2.078412583444575e-6,3.5467065483562884e-212
175,2.09787063130315e-6,3.613425765313058e-212
176,2.092854265631989e-6,3.596165793969894e-212
177,2.099175447501363e-6,3.6179220603688405e-212
178,2.0920099983223758e-6,3.5932649584500343e-212
179,2.088037369125442e-6,3.5796310315066944e-212
180,2.0766694299487276e-6,3.5407598355405763e-212
181,2.1148122140432407e-6,3.6720226428142213e-212
182,2.1069035305709053e-6,3.6446097471515485e-212
183,2.0934872428081427e-6,3.5983414206097885e-212
184,2.098207435889276e-6,3.614586099521002e-212
185,2.092263314441257e-6,3.594135209105992e-212
186,2.05726846721529e-6,3.4749108692397643e-212
187,2.0727526283695893e-6,3.5274159921492223e-212
188,2.0822339006397177e-6,3.5597603081956564e-212
189,2.106526186290651e-6,3.6433043711676117e-212
190,2.090785205642352e-6,3.589058746946238e-212
191,2.0830821310430726e-6,3.562661143715516e-212
192,2.0945839511074535e-6,3.602112506785606e-212
193,2.078710051591359e-6,3.547721840788239e-212
194,2.082912513519702e-6,3.562080976611544e-212
195,2.0734343438644836e-6,3.52973666056511e-212
196,2.0914610425196807e-6,3.5913794153621256e-212
197,2.0927276482930707e-6,3.595730668641915e-212
198,2.0862175817562113e-6,3.5733942351389963e-212
199,2.095764379622841e-6,3.6061736765134093e-212
